910,0.156
910.1,0.352
910.2,0.448
910.3,0.564
910.4,0.64
910.5,0.744
910.6,0.852
910.7,0.956
910.8,1.06
910.9,1.144
911,1.252
911.1,1.356
911.2,1.472
911.3,1.6
911.4,1.704
911.5,1.668
911.6,1.504
911.7,1.304
911.8,1.084
911.9,0.872
912,0.668
912.1,0.5
912.2,0.364
912.3,0.236
912.4,0.204
912.5,0.204
912.6,0.272
912.7,0.384
912.8,0.46
912.9,0.564
913,0.648
913.1,0.728
913.2,0.824
913.3,0.908
913.4,0.988
913.5,1.096
913.6,1.2
913.7,1.312
913.8,1.436
913.9,1.6
914,1.696
914.1,1.536
914.2,1.32
914.3,1.072
914.4,0.868
914.5,0.7
914.6,0.54
914.7,0.396
914.8,0.288
914.9,0.188
915,0.16
