910,0.088
910.1,0.3
910.2,0.408
910.3,0.536
910.4,0.636
910.5,0.736
910.6,0.844
910.7,0.948
910.8,1.068
910.9,1.156
911,1.268
911.1,1.384
911.2,1.512
911.3,1.66
911.4,1.712
911.5,1.628
911.6,1.448
911.7,1.292
911.8,1.112
911.9,0.928
912,0.756
912.1,0.6
912.2,0.456
912.3,0.328
912.4,0.228
912.5,0.188
912.6,0.204
912.7,0.308
912.8,0.396
912.9,0.504
913,0.596
913.1,0.676
913.2,0.772
913.3,0.86
913.4,0.96
913.5,1.06
913.6,1.168
913.7,1.288
913.8,1.432
913.9,1.612
914,1.688
914.1,1.496
914.2,1.248
914.3,1.024
914.4,0.836
914.5,0.692
914.6,0.544
914.7,0.416
914.8,0.312
914.9,0.212
915,0.184
